Lafayette,61,St. Peter's,57,,,Nov 14, 2016
Sam Houston State,75,Ohio,96,,,Nov 14, 2016
Alcorn State,59,Evansville,82,,,Nov 14, 2016
Jacksonville,68,Air Force,86,,,Nov 14, 2016
Prairie View A&M,84,Fresno State,78,,,Nov 14, 2016
Loyola Marymount,64,Nevada,79,,,Nov 14, 2016
Houston Baptist,79,New Mexico,95,,,Nov 14, 2016
NJIT,84,Utah State,93,CANCUN CHALLENGE,,Nov 14, 2016
North Carolina Wilmington,78,Eastern Kentucky,69,,,Nov 14, 2016
Texas State,86,SIU Edwardsville,58,neutral RAINBOW CLASSIC STAN SHERIFF CENTER,,Nov 14, 2016
Central Michigan,86,Tennessee Tech,74,,,Nov 14, 2016
Seattle,55,Colorado,67,LEGENDS CLASSIC,,Nov 14, 2016
Southern Illinois,65,Arkansas,90,,,Nov 14, 2016
Georgia State,65,Auburn,83,CANCUN CHALLENGE,,Nov 14, 2016
North Carolina Asheville,46,Georgia,60,CBE HALL OF FAME CLASSIC,,Nov 14, 2016
Massachusetts,88,Mississippi,90,,,Nov 14, 2016
American,53,Texas A&M,76,,,Nov 14, 2016
Detroit,78,East Tennessee State,107,,,Nov 14, 2016
Presbyterian,42,North Carolina Greensboro,61,,,Nov 14, 2016
Eastern Illinois,67,Troy,70,,,Nov 14, 2016
Princeton,73,Brigham Young,82,,,Nov 14, 2016
San Diego State,48,Gonzaga,69,,,Nov 14, 2016
Green Bay,58,Pacific,76,,,Nov 14, 2016
Samford,83,San Diego,65,SAN DIEGO CLASSIC,,Nov 14, 2016
Wagner,76,Massachusetts Lowell,87,,,Nov 14, 2016
South Dakota State,58,UC Irvine,73,,,Nov 14, 2016
Charleston,71,Coastal Carolina,64,,,Nov 14, 2016
Niagara,78,Hartford,82,SCARLET KNIGHT SHOWCASE,,Nov 15, 2016
Maryland Eastern Shore,57,Boston College,73,,,Nov 15, 2016
Kansas,77,Duke,75,neutral CHAMPIONS CLASSIC MADISON SQUARE GARDEN,,Nov 15, 2016
Iona,78,Florida State,99,,,Nov 15, 2016
Long Beach State,67,North Carolina,93,,,Nov 15, 2016
Holy Cross,46,Syracuse,90,BROOKLYN HOOPS HOLIDAY INVITATIONAL,,Nov 15, 2016
St. Francis (NY),32,Virginia,72,EMERALD COAST CLASSIC,,Nov 15, 2016
High Point,73,Virginia Tech,99,,,Nov 15, 2016
Siena,75,George Washington,77,CBE HALL OF FAME CLASSIC,,Nov 15, 2016
Delaware,68,La Salle,74,,,Nov 15, 2016
Wisconsin,67,Creighton,79,GAVITT TIPOFF GAMES,,Nov 15, 2016
Maryland,76,Georgetown,75,GAVITT TIPOFF GAMES,,Nov 15, 2016
VCU,64,Liberty,59,,,Nov 15, 2016
Kentucky,69,Michigan State,48,neutral MADISON SQUARE GARDEN,,Nov 15, 2016
Grand Canyon,76,Penn State,85,BASKETBALL HALL OF FAME TIPOFF,,Nov 15, 2016
Oregon,49,Baylor,66,,,Nov 15, 2016
Nebraska Omaha,68,Kansas State,81,,,Nov 15, 2016
North Texas,43,Texas Tech,70,,,Nov 15, 2016
Murray State,81,Middle Tennessee State,87,,,Nov 15, 2016
Canisius,64,Cleveland State,67,BLUEGRASS SHOWCASE,,Nov 15, 2016
Miami (OH),87,Wright State,89,,,Nov 15, 2016
Fairfield,79,Dartmouth,62,,,Nov 15, 2016
Winthrop,94,Manhattan,81,NIT SEASON TIPOFF,,Nov 15, 2016
Indiana State,80,Ball State,74,,,Nov 15, 2016
Youngstown State,98,Toledo,103,,,Nov 15, 2016
Towson,78,Morgan State,72,,,Nov 15, 2016
Portland,79,San Jose State,66,,,Nov 15, 2016
CSU Bakersfield,66,Arizona,78,,,Nov 15, 2016
Cal State Northridge,69,Stanford,96,,,Nov 15, 2016
Dayton,77,Alabama,72,,,Nov 15, 2016
Southern Miss,61,LSU,78,,,Nov 15, 2016
Monmouth,69,South Carolina,70,BROOKLYN HOOPS HOLIDAY INVITATIONAL,,Nov 15, 2016
Appalachian State,94,Tennessee,103,,,Nov 15, 2016
Belmont,66,Vanderbilt,80,,,Nov 15, 2016
Longwood,60,Stephen F. Austin,66,,,Nov 15, 2016
Weber State,68,Pepperdine,69,,,Nov 15, 2016
Drake,62,Missouri Kansas City,68,,,Nov 15, 2016
Central Connecticut State,70,Binghamton,72,,,Nov 16, 2016
Rider,84,Hartford,68,,,Nov 16, 2016
Delaware State,68,UMBC,90,,,Nov 16, 2016
Wisconsin Milwaukee,54,Memphis,68,,,Nov 16, 2016
Seattle,49,Notre Dame,92,LEGENDS CLASSIC,,Nov 16, 2016
Texas Arlington,72,Florida Gulf Coast,85,,,Nov 16, 2016
Miami (FL),94,North Florida,56,,,Nov 16, 2016
St. Francis (PA),75,Duquesne,89,,,Nov 16, 2016
Brown,72,Rhode Island,79,BASKETBALL HALL OF FAME TIP-OFF,,Nov 16, 2016
Northwestern,68,Butler,70,GAVITT TIP-OFF GAMES,,Nov 16, 2016
Massachusetts Lowell,78,Indiana,100,INDIANA CLASSIC,,Nov 16, 2016
Mount St. Mary's,56,Minnesota,80,,,Nov 16, 2016
New Orleans,72,Oklahoma State,117,,,Nov 16, 2016
San Francisco,75,UCSB,63,,,Nov 16, 2016
Alabama State,56,Louisiana Tech,87,,,Nov 16, 2016
Morehead State,77,Marshall,85,,,Nov 16, 2016
Texas Southern,71,Rice,68,,,Nov 16, 2016
Jacksonville State,67,Western Kentucky,74,GLOBAL SPORTS CLASSIC,,Nov 16, 2016
UTSA,78,Illinois Chicago,86,,,Nov 16, 2016
Colgate,67,Cornell,63,,,Nov 16, 2016
Vermont,76,Marist,72,,,Nov 16, 2016
Mississippi Valley State,63,Kent State,93,,,Nov 16, 2016
Idaho,49,Northern Illinois,63,,,Nov 16, 2016
IPFW,57,Illinois State,75,,,Nov 16, 2016
Tulsa,53,Wichita State,80,,,Nov 16, 2016
UC Riverside,62,UNLV,74,,,Nov 16, 2016
Loyola (MD),61,LIU Brooklyn,65,,,Nov 16, 2016
UC Irvine,65,California,75,,,Nov 16, 2016
Lamar,63,Oregon State,60,,,Nov 16, 2016
Robert Morris,62,Bucknell,75,,,Nov 16, 2016
North Carolina Central,67,Western Carolina,59,GLOBAL SPORTS INVITATIONAL,,Nov 16, 2016
Jackson State,71,Southeastern Louisiana,84,,,Nov 16, 2016
Southeast Missouri State,74,Western Illinois,71,,,Nov 16, 2016
Coppin State,59,Coastal Carolina,89,MGM GRAND MAIN EVENT,,Nov 16, 2016
Prairie View A&M,72,St. Mary's,110,,,Nov 16, 2016
Samford,48,New Mexico State,58,SAN DIEGO CLASSIC,,Nov 16, 2016
Idaho State,73,Utah Valley,82,,,Nov 16, 2016
Texas A&M Corpus Christi,94,UT Rio Grande Valley,72,,,Nov 16, 2016
Abilene Christian,65,New Hampshire,57,,,Nov 17, 2016
Pittsburgh,67,SMU,76,neutral 2K CLASSIC MADISON SQUARE GARDEN,,Nov 17, 2016
Tulane,70,Oklahoma,89,neutral PUERTO RICO TIP-OFF ESPN WIDE WORLD OF SPORTS COMPLEX,,Nov 17, 2016
Mississippi State,61,UCF,86,neutral CHARLESTON CLASSIC TD ARENA,,Nov 17, 2016
Elon,74,South Florida,61,,,Nov 17, 2016
Davidson,78,Clemson,95,neutral PUERTO RICO TIP-OFF ESPN WIDE WORLD OF SPORTS COMPLEX,,Nov 17, 2016
Long Beach State,56,Louisville,88,BATTLE 4 ATLANTIS,,Nov 17, 2016
UTEP,81,Wake Forest,103,neutral CHARLESTON CLASSIC TD ARENA,,Nov 17, 2016
North Carolina Asheville,73,South Carolina Upstate,57,,,Nov 17, 2016
Arkansas Pine Bluff,41,George Washington,61,CBE HALL OF FAME CLASSIC,,Nov 17, 2016
Temple,67,Massachusetts,70,,,Nov 17, 2016
Rutgers,66,DePaul,59,GAVITT TIPOFF GAMES,,Nov 17, 2016
Arkansas State,78,Georgetown,72,,,Nov 17, 2016
Marquette,61,Michigan,79,neutral 2K CLASSIC MADISON SQUARE GARDEN,,Nov 17, 2016
Western Michigan,65,Villanova,76,neutral CHARLESTON CLASSIC TD ARENA,,Nov 17, 2016
Missouri,82,Xavier,83,neutral PUERTO RICO TIP-OFF ESPN WIDE WORLD OF SPORTS COMPLEX,,Nov 17, 2016
Seton Hall,91,Iowa,83,GAVITT TIPOFF GAMES,,Nov 17, 2016
Providence,67,Ohio State,72,GAVITT TIPOFF GAMES,,Nov 17, 2016
Chicago State,51,Wisconsin,69,,,Nov 17, 2016
Eastern Washington,52,Texas,85,LEGENDS CLASSIC,,Nov 17, 2016
Boise State,47,Charleston,60,CHARLESTON CLASSIC,,Nov 17, 2016
East Carolina,64,Charlotte,76,,,Nov 17, 2016
Troy,51,UAB,74,,,Nov 17, 2016
Lehigh,67,Yale,79,,,Nov 17, 2016
American,62,Akron,72,,,Nov 17, 2016
Northern Iowa,82,Arizona State,63,neutral PUERTO RICO TIP-OFF ESPN WIDE WORLD OF SPORTS COMPLEX,,Nov 17, 2016
Denver,74,San Jose State,69,,,Nov 17, 2016
Alabama A&M,61,Tennessee Tech,95,,,Nov 17, 2016
Louisiana Monroe,70,Colorado,89,LEGENDS CLASSIC,,Nov 17, 2016
Valparaiso,54,Oregon,76,,,Nov 17, 2016
Weber State,49,Stanford,67,,,Nov 17, 2016
San Diego,68,UCLA,88,,,Nov 17, 2016
Cal State Fullerton,88,Washington,104,,,Nov 17, 2016
NJIT,83,Lafayette,84,,,Nov 17, 2016
Eastern Kentucky,64,Auburn,85,CANCUN CHALLENGE,,Nov 17, 2016
St. Bonaventure,66,Florida,73,LAKELAND CENTER,,Nov 17, 2016
Furman,78,Georgia,84,CBE HALL OF FAME CLASSIC,,Nov 17, 2016
Southern,83,Sam Houston State,91,,,Nov 17, 2016
Coppin State,59,Brigham Young,96,MGM GRAND MAIN EVENT,,Nov 17, 2016
Connecticut,65,Loyola Marymount,62,,,Nov 17, 2016
Eastern Illinois,69,Saint Louis,74,,,Nov 17, 2016
North Carolina A&T,55,Grambling State,59,,,Nov 17, 2016
Winthrop,86,Florida State,100,PRESEASON NIT,,Nov 18, 2016
Ohio,67,Georgia Tech,61,,,Nov 18, 2016
Montana,72,North Carolina State,85,neutral PARADISE JAM SPORTS CENTER,,Nov 18, 2016
Loyola (MD),48,Notre Dame,83,LEGENDS CLASSIC,,Nov 18, 2016
Monmouth,50,Syracuse,71,BROOKLYN HOOPS HOLIDAY INVITATIONAL,,Nov 18, 2016
Youngstown State,54,Jacksonville,79,neutral RED DIAMOND ROUNDBALL CLASSIC MITCHELL CENTER,,Nov 18, 2016
St. Peter's,90,Lipscomb,77,neutral FORDHAM SHOWCASE ROSE HILL GYM,,Nov 18, 2016
Citadel,116,Stetson,112,,,Nov 18, 2016
Canisius,78,Duquesne,77,BLUEGRASS SHOWCASE,,Nov 18, 2016
Farleigh Dickinson,55,Fordham,68,FORDHAM SHOWCASE,,Nov 18, 2016
Mount St. Mary's,78,George Mason,76,,,Nov 18, 2016
Loyola Chicago,57,St. Joseph's,71,neutral PARADISE JAM SPORTS CENTER,,Nov 18, 2016
Binghamton,42,VCU,81,,,Nov 18, 2016
Washington State,77,Creighton,103,neutral PARADISE JAM SPORTS CENTER,,Nov 18, 2016
James Madison,73,Montana State,80,,,Nov 18, 2016
Gardner-Webb,68,Eastern Michigan,76,neutral 2K CLASSIC INDIANA FARMERS COLISEUM,,Nov 18, 2016
North Carolina Greensboro,57,High Point,63,HIGH POINT TOURNAMENT,,Nov 18, 2016
Detroit,69,Illinois,89,NIT SEASON TIPOFF,,Nov 18, 2016
Mississippi Valley State,53,Michigan State,100,,,Nov 18, 2016
St. John's,86,Minnesota,92,GAVITT TIPOFF GAMES,,Nov 18, 2016
Georgia State,56,Purdue,64,,,Nov 18, 2016
Florida Gulf Coast,72,Baylor,81,BATTLE 4 ATLANTIS,,Nov 18, 2016
Siena,65,Kansas,86,CBE HALL OF FAME CLASSIC,,Nov 18, 2016
Jacksonville State,60,TCU,79,,,Nov 18, 2016
North Carolina,83,Hawaii,68,,,Nov 18, 2016
Hartford,73,Drexel,87,,,Nov 18, 2016
Austin Peay,77,Northern Kentucky,69,neutral TARKETT SPORTS CLASSIC MILLETT HALL,,Nov 18, 2016
Hofstra,68,Manhattan,80,,,Nov 18, 2016
Delaware,68,Miami (OH),66,TARKETT SPORTS CLASSIC,,Nov 18, 2016
Jackson State,75,North Carolina Central,84,,,Nov 18, 2016
Southeast Missouri State,78,Bradley,84,,,Nov 18, 2016
Oregon State,58,Nevada,83,,,Nov 18, 2016
New Mexico State,59,New Mexico,72,,,Nov 18, 2016
Southern Illinois,101,SIU Edwardsville,83,,,Nov 18, 2016
Cleveland State,74,Tennessee-Martin,85,,,Nov 18, 2016
Sacred Heart,65,Arizona,95,LAS VEGAS INVITATIONAL,,Nov 18, 2016
Coppin State,51,Utah,94,,,Nov 18, 2016
Northeastern,63,Boston University,65,STEVE WRIGHT CLASSIC,,Nov 18, 2016
Ball State,59,Alabama,77,MGM GRAND MAIN EVENT,,Nov 18, 2016
Texas Arlington,67,Arkansas,71,,,Nov 18, 2016
North Florida,70,LSU,78,,,Nov 18, 2016
Oral Roberts,88,Mississippi,95,neutral PARADISE JAM SPORTS CENTER,,Nov 18, 2016
South Carolina State,50,South Carolina,92,BROOKLYN HOOPS HOLIDAY INVITATIONAL,,Nov 18, 2016
USC,65,Texas A&M,63,,,Nov 18, 2016
Norfolk State,52,Vanderbilt,75,LAS VEGAS INVITATIONAL,,Nov 18, 2016
Howard,55,IUPUI,77,,,Nov 18, 2016
Idaho,65,Arkansas Little Rock,57,,,Nov 18, 2016
Florida International,64,South Alabama,69,,,Nov 18, 2016
Bryant,70,Gonzaga,109,,,Nov 18, 2016
Davidson,70,Missouri,55,neutral PUERTO RICO TIPOFF ESPN WIDE WORLD OF SPORTS COMPLEX,,Nov 18, 2016
