Youngstown State,0.358025,0.480114,0.491340,0.452398
Robert Morris,0.427746,0.457887,0.464474,0.451998
Northern Illinois,0.400000,0.456487,0.491313,0.451072
Wagner,0.496503,0.427052,0.452865,0.450868
Marist,0.293103,0.509776,0.489346,0.450500
Eastern Kentucky,0.352201,0.483579,0.476681,0.449010
Austin Peay,0.373239,0.471252,0.476372,0.448029
Oregon State,0.169697,0.547124,0.526407,0.447588
Wisconsin Milwaukee,0.293478,0.506621,0.483589,0.447577
James Madison,0.284884,0.506335,0.491041,0.447149
Niagara,0.343558,0.478298,0.486909,0.446766
Savannah State,0.487805,0.418097,0.459273,0.445818
Brown,0.423611,0.439102,0.480994,0.445702
Appalachian State,0.296296,0.492345,0.499218,0.445051
UTSA,0.383420,0.457073,0.475779,0.443336
Southeastern Louisiana,0.412791,0.446279,0.467399,0.443187
Cal State Northridge,0.422535,0.433307,0.483290,0.443110
Army,0.390533,0.449837,0.474700,0.441226
Incarnate Word,0.326531,0.478423,0.476842,0.440055
Kennesaw State,0.400000,0.447135,0.465592,0.439966
Massachusetts Lowell,0.377907,0.453725,0.473940,0.439825
South Florida,0.281250,0.485253,0.504203,0.438990
Louisiana Monroe,0.239264,0.514185,0.487481,0.438778
St. Francis (PA),0.460606,0.416797,0.457495,0.437924
Columbia,0.371429,0.448013,0.483302,0.437689
Prairie View A&M,0.394444,0.448316,0.457638,0.437179
Eastern Illinois,0.425532,0.422163,0.474227,0.436021
Southeast Missouri State,0.421965,0.419719,0.482320,0.435931
McNeese State,0.230159,0.519036,0.474024,0.435564
UCSB,0.234483,0.513492,0.480545,0.435503
Hampton,0.432432,0.428291,0.452594,0.435402
Oral Roberts,0.220779,0.509868,0.495249,0.433941
Farleigh Dickinson,0.361963,0.455567,0.461781,0.433720
Tennessee Tech,0.348684,0.455957,0.474107,0.433676
Tulane,0.213836,0.501704,0.517361,0.433652
Northwestern State,0.388430,0.428398,0.484961,0.432547
Charleston Southern,0.314103,0.461768,0.486762,0.431100
Portland State,0.402439,0.427092,0.467153,0.430944
UT Rio Grande Valley,0.248408,0.492597,0.484358,0.429490
Grambling State,0.454545,0.404056,0.450952,0.428402
Abilene Christian,0.338129,0.447899,0.477675,0.427900
Binghamton,0.316129,0.459538,0.474686,0.427473
Sacramento State,0.366460,0.436654,0.468055,0.426956
Cal Poly,0.290323,0.467411,0.478513,0.425914
Hartford,0.335294,0.444161,0.478121,0.425434
Florida Atlantic,0.272727,0.474998,0.478192,0.425229
North Texas,0.318841,0.451818,0.473370,0.423962
Western Carolina,0.189873,0.506749,0.492087,0.423864
Maine,0.242038,0.484446,0.480186,0.422779
Northern Colorado,0.319149,0.449580,0.472196,0.422626
NJIT,0.309942,0.455980,0.468173,0.422519
American,0.270270,0.470735,0.472270,0.421002
Drexel,0.270440,0.458444,0.495326,0.420664
Dartmouth,0.240876,0.479353,0.481563,0.420286
Sacred Heart,0.379085,0.420994,0.459910,0.420246
Central Arkansas,0.223529,0.487568,0.479921,0.419647
Maryland Eastern Shore,0.333333,0.446009,0.451715,0.419267
South Carolina State,0.306748,0.456151,0.455479,0.418632
Cornell,0.218310,0.484800,0.482657,0.417642
Morgan State,0.440994,0.387078,0.450015,0.416291
Drake,0.161074,0.501581,0.496632,0.415217
Western Illinois,0.250000,0.457989,0.483004,0.412246
Chicago State,0.124183,0.515302,0.493059,0.411961
Northern Arizona,0.305389,0.436537,0.466046,0.411127
Stetson,0.302013,0.437609,0.466398,0.410908
Southern,0.385965,0.402166,0.450020,0.410079
Jackson State,0.402367,0.392537,0.450981,0.409606
Lafayette,0.275862,0.441023,0.474260,0.408042
Southern Miss,0.272727,0.440880,0.476939,0.407857
Colgate,0.258278,0.445919,0.478263,0.407095
Virginia Military,0.136986,0.494672,0.494229,0.405140
Jacksonville,0.395683,0.378367,0.464084,0.404125
Mississippi Valley State,0.267442,0.441290,0.463121,0.403286
SIU Edwardsville,0.220779,0.457554,0.472101,0.401997
Florida International,0.194969,0.465127,0.474318,0.399885
UC Riverside,0.209790,0.449092,0.476263,0.396059
Alabama State,0.241573,0.438336,0.442967,0.390303
Longwood,0.175325,0.451881,0.479823,0.389727
Howard,0.244444,0.428639,0.453614,0.388834
Presbyterian,0.129630,0.470597,0.482673,0.388374
Coppin State,0.220238,0.437891,0.457340,0.388340
Idaho State,0.142857,0.468084,0.469390,0.387104
Bethune-Cookman,0.298013,0.400640,0.443811,0.385776
Southern Utah,0.155280,0.460148,0.461732,0.384327
Delaware State,0.230263,0.422201,0.446773,0.380360
Arkansas Pine Bluff,0.197674,0.428915,0.450344,0.376462
Central Connecticut State,0.193548,0.403958,0.457370,0.364709
St. Francis (NY),0.106250,0.430639,0.459961,0.356872
North Carolina A&T,0.125000,0.416457,0.447342,0.351314
Florida A&M,0.191176,0.375173,0.439515,0.345259
Alabama A&M,0.061350,0.386307,0.449049,0.320753
